-------------------------------------------------------------------------
GoodLeaf Tray:	            Time: 	                    Operator ID:    |
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:36	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:2630868767944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:2630868767944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:37	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:38	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:38	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:38	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:38	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:38	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:38	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:38	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:38	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:7648868767944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:7648868767944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:39	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:40	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:41	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0632060761944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0632060167944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:42	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:43	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:43	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:43	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:43	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:43	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:43	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:18:43	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:18:43	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:52	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:52	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:52	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:52	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:52	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:52	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:52	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:54	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:55	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:12039222	Time: 2022-08-01 11:18:56	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:51	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:51	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:51	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:4016081683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:4016081683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:52	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:53	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:53	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:53	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:53	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:53	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076904683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076904683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:54	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0016801683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0016801683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0070001683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:3010967683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:3010967683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0018607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:55	Operator ID: 0109
GoodLeaf Tray:0076607683472	Time: 2022-08-01 11:19:56	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:6650860167944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:6650860167944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:21	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:5640068161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:22	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:23	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:24	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:24	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:24	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:24	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:50:24	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:24	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:50:24	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:24	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:24	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:25	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:25	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:25	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:25	Operator ID: 0109
